id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kelompok_umur,jenis_kelamin,jumlah_penduduk,satuan,tahun
777,32,JAWA BARAT,3277,KOTA CIMAHI,20 - 24,LAKI-LAKI,23782,JIWA,2020
778,32,JAWA BARAT,3277,KOTA CIMAHI,20 - 24,PEREMPUAN,22864,JIWA,2020
779,32,JAWA BARAT,3277,KOTA CIMAHI,25 - 29,LAKI-LAKI,22992,JIWA,2020
780,32,JAWA BARAT,3277,KOTA CIMAHI,25 - 29,PEREMPUAN,22482,JIWA,2020
781,32,JAWA BARAT,3277,KOTA CIMAHI,30 - 34,LAKI-LAKI,20636,JIWA,2020
782,32,JAWA BARAT,3277,KOTA CIMAHI,30 - 34,PEREMPUAN,19658,JIWA,2020
783,32,JAWA BARAT,3277,KOTA CIMAHI,35 - 39,LAKI-LAKI,22568,JIWA,2020
784,32,JAWA BARAT,3277,KOTA CIMAHI,35 - 39,PEREMPUAN,22365,JIWA,2020
785,32,JAWA BARAT,3277,KOTA CIMAHI,40 - 44,LAKI-LAKI,22830,JIWA,2020
786,32,JAWA BARAT,3277,KOTA CIMAHI,40 - 44,PEREMPUAN,23230,JIWA,2020
787,32,JAWA BARAT,3277,KOTA CIMAHI,45 - 49,LAKI-LAKI,20851,JIWA,2020
788,32,JAWA BARAT,3277,KOTA CIMAHI,45 - 49,PEREMPUAN,21307,JIWA,2020
789,32,JAWA BARAT,3277,KOTA CIMAHI,50 - 54,LAKI-LAKI,17808,JIWA,2020
790,32,JAWA BARAT,3277,KOTA CIMAHI,50 - 54,PEREMPUAN,18015,JIWA,2020
791,32,JAWA BARAT,3277,KOTA CIMAHI,55 - 59,LAKI-LAKI,13373,JIWA,2020
792,32,JAWA BARAT,3277,KOTA CIMAHI,55 - 59,PEREMPUAN,14213,JIWA,2020
793,32,JAWA BARAT,3277,KOTA CIMAHI,60 - 64,LAKI-LAKI,10505,JIWA,2020
794,32,JAWA BARAT,3277,KOTA CIMAHI,60 - 64,PEREMPUAN,10475,JIWA,2020
795,32,JAWA BARAT,3277,KOTA CIMAHI,65 - 69,LAKI-LAKI,6864,JIWA,2020
796,32,JAWA BARAT,3277,KOTA CIMAHI,65 - 69,PEREMPUAN,6893,JIWA,2020
797,32,JAWA BARAT,3277,KOTA CIMAHI,70 - 74,LAKI-LAKI,3480,JIWA,2020
798,32,JAWA BARAT,3277,KOTA CIMAHI,70 - 74,PEREMPUAN,4124,JIWA,2020
799,32,JAWA BARAT,3277,KOTA CIMAHI,75+,LAKI-LAKI,3895,JIWA,2020
800,32,JAWA BARAT,3277,KOTA CIMAHI,75+,PEREMPUAN,4919,JIWA,2020
801,32,JAWA BARAT,3278,KOTA TASIKMALAYA,00 - 04,LAKI-LAKI,28432,JIWA,2020
802,32,JAWA BARAT,3278,KOTA TASIKMALAYA,00 - 04,PEREMPUAN,26620,JIWA,2020
803,32,JAWA BARAT,3278,KOTA TASIKMALAYA,05 - 09,LAKI-LAKI,32242,JIWA,2020
804,32,JAWA BARAT,3278,KOTA TASIKMALAYA,05 - 09,PEREMPUAN,30307,JIWA,2020
805,32,JAWA BARAT,3278,KOTA TASIKMALAYA,10 - 14,LAKI-LAKI,32465,JIWA,2020
806,32,JAWA BARAT,3278,KOTA TASIKMALAYA,10 - 14,PEREMPUAN,30521,JIWA,2020
807,32,JAWA BARAT,3278,KOTA TASIKMALAYA,15 - 19,LAKI-LAKI,32165,JIWA,2020
808,32,JAWA BARAT,3278,KOTA TASIKMALAYA,15 - 19,PEREMPUAN,30646,JIWA,2020
809,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20 - 24,LAKI-LAKI,31377,JIWA,2020
810,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20 - 24,PEREMPUAN,30110,JIWA,2020
811,32,JAWA BARAT,3278,KOTA TASIKMALAYA,25 - 29,LAKI-LAKI,29932,JIWA,2020
812,32,JAWA BARAT,3278,KOTA TASIKMALAYA,25 - 29,PEREMPUAN,28701,JIWA,2020
813,32,JAWA BARAT,3278,KOTA TASIKMALAYA,30 - 34,LAKI-LAKI,27584,JIWA,2020
814,32,JAWA BARAT,3278,KOTA TASIKMALAYA,30 - 34,PEREMPUAN,25745,JIWA,2020
815,32,JAWA BARAT,3278,KOTA TASIKMALAYA,35 - 39,LAKI-LAKI,29112,JIWA,2020
816,32,JAWA BARAT,3278,KOTA TASIKMALAYA,35 - 39,PEREMPUAN,28156,JIWA,2020
817,32,JAWA BARAT,3278,KOTA TASIKMALAYA,40 - 44,LAKI-LAKI,27141,JIWA,2020
818,32,JAWA BARAT,3278,KOTA TASIKMALAYA,40 - 44,PEREMPUAN,25768,JIWA,2020
819,32,JAWA BARAT,3278,KOTA TASIKMALAYA,45 - 49,LAKI-LAKI,24561,JIWA,2020
820,32,JAWA BARAT,3278,KOTA TASIKMALAYA,45 - 49,PEREMPUAN,24122,JIWA,2020
821,32,JAWA BARAT,3278,KOTA TASIKMALAYA,50 - 54,LAKI-LAKI,20944,JIWA,2020
822,32,JAWA BARAT,3278,KOTA TASIKMALAYA,50 - 54,PEREMPUAN,20706,JIWA,2020
823,32,JAWA BARAT,3278,KOTA TASIKMALAYA,55 - 59,LAKI-LAKI,17418,JIWA,2020
824,32,JAWA BARAT,3278,KOTA TASIKMALAYA,55 - 59,PEREMPUAN,17656,JIWA,2020
825,32,JAWA BARAT,3278,KOTA TASIKMALAYA,60 - 64,LAKI-LAKI,13759,JIWA,2020
826,32,JAWA BARAT,3278,KOTA TASIKMALAYA,60 - 64,PEREMPUAN,14109,JIWA,2020
827,32,JAWA BARAT,3278,KOTA TASIKMALAYA,65 - 69,LAKI-LAKI,9787,JIWA,2020
828,32,JAWA BARAT,3278,KOTA TASIKMALAYA,65 - 69,PEREMPUAN,9587,JIWA,2020
829,32,JAWA BARAT,3278,KOTA TASIKMALAYA,70 - 74,LAKI-LAKI,5492,JIWA,2020
830,32,JAWA BARAT,3278,KOTA TASIKMALAYA,70 - 74,PEREMPUAN,6362,JIWA,2020
831,32,JAWA BARAT,3278,KOTA TASIKMALAYA,75+,LAKI-LAKI,6439,JIWA,2020
832,32,JAWA BARAT,3278,KOTA TASIKMALAYA,75+,PEREMPUAN,7595,JIWA,2020
833,32,JAWA BARAT,3279,KOTA BANJAR,00 - 04,LAKI-LAKI,7585,JIWA,2020
834,32,JAWA BARAT,3279,KOTA BANJAR,00 - 04,PEREMPUAN,7173,JIWA,2020
835,32,JAWA BARAT,3279,KOTA BANJAR,05 - 09,LAKI-LAKI,8415,JIWA,2020
836,32,JAWA BARAT,3279,KOTA BANJAR,05 - 09,PEREMPUAN,7751,JIWA,2020
837,32,JAWA BARAT,3279,KOTA BANJAR,10 - 14,LAKI-LAKI,8466,JIWA,2020
838,32,JAWA BARAT,3279,KOTA BANJAR,10 - 14,PEREMPUAN,7846,JIWA,2020
839,32,JAWA BARAT,3279,KOTA BANJAR,15 - 19,LAKI-LAKI,8666,JIWA,2020
840,32,JAWA BARAT,3279,KOTA BANJAR,15 - 19,PEREMPUAN,8209,JIWA,2020
841,32,JAWA BARAT,3279,KOTA BANJAR,20 - 24,LAKI-LAKI,9118,JIWA,2020
842,32,JAWA BARAT,3279,KOTA BANJAR,20 - 24,PEREMPUAN,8457,JIWA,2020
843,32,JAWA BARAT,3279,KOTA BANJAR,25 - 29,LAKI-LAKI,8812,JIWA,2020
844,32,JAWA BARAT,3279,KOTA BANJAR,25 - 29,PEREMPUAN,8145,JIWA,2020
845,32,JAWA BARAT,3279,KOTA BANJAR,30 - 34,LAKI-LAKI,7510,JIWA,2020
846,32,JAWA BARAT,3279,KOTA BANJAR,30 - 34,PEREMPUAN,7267,JIWA,2020
847,32,JAWA BARAT,3279,KOTA BANJAR,35 - 39,LAKI-LAKI,8118,JIWA,2020
848,32,JAWA BARAT,3279,KOTA BANJAR,35 - 39,PEREMPUAN,7756,JIWA,2020
849,32,JAWA BARAT,3279,KOTA BANJAR,40 - 44,LAKI-LAKI,7036,JIWA,2020
850,32,JAWA BARAT,3279,KOTA BANJAR,40 - 44,PEREMPUAN,6945,JIWA,2020
851,32,JAWA BARAT,3279,KOTA BANJAR,45 - 49,LAKI-LAKI,6192,JIWA,2020
852,32,JAWA BARAT,3279,KOTA BANJAR,45 - 49,PEREMPUAN,6721,JIWA,2020
853,32,JAWA BARAT,3279,KOTA BANJAR,50 - 54,LAKI-LAKI,5948,JIWA,2020
854,32,JAWA BARAT,3279,KOTA BANJAR,50 - 54,PEREMPUAN,6536,JIWA,2020
855,32,JAWA BARAT,3279,KOTA BANJAR,55 - 59,LAKI-LAKI,5465,JIWA,2020
856,32,JAWA BARAT,3279,KOTA BANJAR,55 - 59,PEREMPUAN,6068,JIWA,2020
857,32,JAWA BARAT,3279,KOTA BANJAR,60 - 64,LAKI-LAKI,4659,JIWA,2020
858,32,JAWA BARAT,3279,KOTA BANJAR,60 - 64,PEREMPUAN,4991,JIWA,2020
859,32,JAWA BARAT,3279,KOTA BANJAR,65 - 69,LAKI-LAKI,3455,JIWA,2020
860,32,JAWA BARAT,3279,KOTA BANJAR,65 - 69,PEREMPUAN,3321,JIWA,2020
861,32,JAWA BARAT,3279,KOTA BANJAR,70 - 74,LAKI-LAKI,1809,JIWA,2020
862,32,JAWA BARAT,3279,KOTA BANJAR,70 - 74,PEREMPUAN,2089,JIWA,2020
863,32,JAWA BARAT,3279,KOTA BANJAR,75+,LAKI-LAKI,2120,JIWA,2020
864,32,JAWA BARAT,3279,KOTA BANJAR,75+,PEREMPUAN,2833,JIWA,2020
865,32,JAWA BARAT,3201,KABUPATEN BOGOR,00 - 04,LAKI-LAKI,212809,JIWA,2021
866,32,JAWA BARAT,3201,KABUPATEN BOGOR,00 - 04,PEREMPUAN,198774,JIWA,2021
867,32,JAWA BARAT,3201,KABUPATEN BOGOR,05 - 09,LAKI-LAKI,265642,JIWA,2021
868,32,JAWA BARAT,3201,KABUPATEN BOGOR,05 - 09,PEREMPUAN,248026,JIWA,2021
869,32,JAWA BARAT,3201,KABUPATEN BOGOR,10 - 14,LAKI-LAKI,258327,JIWA,2021
870,32,JAWA BARAT,3201,KABUPATEN BOGOR,10 - 14,PEREMPUAN,242430,JIWA,2021
871,32,JAWA BARAT,3201,KABUPATEN BOGOR,15 - 19,LAKI-LAKI,203091,JIWA,2021
872,32,JAWA BARAT,3201,KABUPATEN BOGOR,15 - 19,PEREMPUAN,201997,JIWA,2021
873,32,JAWA BARAT,3201,KABUPATEN BOGOR,20 - 24,LAKI-LAKI,249426,JIWA,2021
874,32,JAWA BARAT,3201,KABUPATEN BOGOR,20 - 24,PEREMPUAN,235057,JIWA,2021
875,32,JAWA BARAT,3201,KABUPATEN BOGOR,25 - 29,LAKI-LAKI,240068,JIWA,2021
876,32,JAWA BARAT,3201,KABUPATEN BOGOR,25 - 29,PEREMPUAN,225217,JIWA,2021
877,32,JAWA BARAT,3201,KABUPATEN BOGOR,30 - 34,LAKI-LAKI,223723,JIWA,2021
878,32,JAWA BARAT,3201,KABUPATEN BOGOR,30 - 34,PEREMPUAN,210350,JIWA,2021
879,32,JAWA BARAT,3201,KABUPATEN BOGOR,35 - 39,LAKI-LAKI,225674,JIWA,2021
880,32,JAWA BARAT,3201,KABUPATEN BOGOR,35 - 39,PEREMPUAN,214858,JIWA,2021
881,32,JAWA BARAT,3201,KABUPATEN BOGOR,40 - 44,LAKI-LAKI,200902,JIWA,2021
882,32,JAWA BARAT,3201,KABUPATEN BOGOR,40 - 44,PEREMPUAN,199122,JIWA,2021
883,32,JAWA BARAT,3201,KABUPATEN BOGOR,45 - 49,LAKI-LAKI,186410,JIWA,2021
884,32,JAWA BARAT,3201,KABUPATEN BOGOR,45 - 49,PEREMPUAN,185062,JIWA,2021
885,32,JAWA BARAT,3201,KABUPATEN BOGOR,50 - 54,LAKI-LAKI,153912,JIWA,2021
886,32,JAWA BARAT,3201,KABUPATEN BOGOR,50 - 54,PEREMPUAN,145182,JIWA,2021
887,32,JAWA BARAT,3201,KABUPATEN BOGOR,55 - 59,LAKI-LAKI,114527,JIWA,2021
888,32,JAWA BARAT,3201,KABUPATEN BOGOR,55 - 59,PEREMPUAN,109058,JIWA,2021
889,32,JAWA BARAT,3201,KABUPATEN BOGOR,60 - 64,LAKI-LAKI,82623,JIWA,2021
890,32,JAWA BARAT,3201,KABUPATEN BOGOR,60 - 64,PEREMPUAN,78497,JIWA,2021
891,32,JAWA BARAT,3201,KABUPATEN BOGOR,65 - 69,LAKI-LAKI,54122,JIWA,2021
892,32,JAWA BARAT,3201,KABUPATEN BOGOR,65 - 69,PEREMPUAN,48304,JIWA,2021
893,32,JAWA BARAT,3201,KABUPATEN BOGOR,70 - 74,LAKI-LAKI,27894,JIWA,2021
894,32,JAWA BARAT,3201,KABUPATEN BOGOR,70 - 74,PEREMPUAN,28365,JIWA,2021
895,32,JAWA BARAT,3201,KABUPATEN BOGOR,75+,LAKI-LAKI,27064,JIWA,2021
896,32,JAWA BARAT,3201,KABUPATEN BOGOR,75+,PEREMPUAN,30618,JIWA,2021
897,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,00 - 04,LAKI-LAKI,110283,JIWA,2021
898,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,00 - 04,PEREMPUAN,102842,JIWA,2021
899,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,05 - 09,LAKI-LAKI,130656,JIWA,2021
900,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,05 - 09,PEREMPUAN,123179,JIWA,2021
901,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,10 - 14,LAKI-LAKI,125661,JIWA,2021
902,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,10 - 14,PEREMPUAN,118410,JIWA,2021
903,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,15 - 19,LAKI-LAKI,96752,JIWA,2021
904,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,15 - 19,PEREMPUAN,96778,JIWA,2021
905,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20 - 24,LAKI-LAKI,120943,JIWA,2021
906,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20 - 24,PEREMPUAN,114575,JIWA,2021
907,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,25 - 29,LAKI-LAKI,117285,JIWA,2021
908,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,25 - 29,PEREMPUAN,110175,JIWA,2021
909,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,30 - 34,LAKI-LAKI,102318,JIWA,2021
910,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,30 - 34,PEREMPUAN,100475,JIWA,2021
911,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,35 - 39,LAKI-LAKI,105343,JIWA,2021
912,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,35 - 39,PEREMPUAN,107088,JIWA,2021
913,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,40 - 44,LAKI-LAKI,93855,JIWA,2021
914,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,40 - 44,PEREMPUAN,96126,JIWA,2021
915,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,45 - 49,LAKI-LAKI,90633,JIWA,2021
916,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,45 - 49,PEREMPUAN,94564,JIWA,2021
917,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,50 - 54,LAKI-LAKI,78815,JIWA,2021
918,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,50 - 54,PEREMPUAN,78866,JIWA,2021
919,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,55 - 59,LAKI-LAKI,67100,JIWA,2021
920,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,55 - 59,PEREMPUAN,65829,JIWA,2021
921,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,60 - 64,LAKI-LAKI,52379,JIWA,2021
922,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,60 - 64,PEREMPUAN,48430,JIWA,2021
923,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,65 - 69,LAKI-LAKI,37502,JIWA,2021
924,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,65 - 69,PEREMPUAN,32592,JIWA,2021
925,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,70 - 74,LAKI-LAKI,20906,JIWA,2021
926,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,70 - 74,PEREMPUAN,19333,JIWA,2021
927,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,75+,LAKI-LAKI,24784,JIWA,2021
928,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,75+,PEREMPUAN,24489,JIWA,2021
929,32,JAWA BARAT,3203,KABUPATEN CIANJUR,00 - 04,LAKI-LAKI,100569,JIWA,2021
930,32,JAWA BARAT,3203,KABUPATEN CIANJUR,00 - 04,PEREMPUAN,94314,JIWA,2021
931,32,JAWA BARAT,3203,KABUPATEN CIANJUR,05 - 09,LAKI-LAKI,125519,JIWA,2021
932,32,JAWA BARAT,3203,KABUPATEN CIANJUR,05 - 09,PEREMPUAN,118529,JIWA,2021
933,32,JAWA BARAT,3203,KABUPATEN CIANJUR,10 - 14,LAKI-LAKI,117288,JIWA,2021
934,32,JAWA BARAT,3203,KABUPATEN CIANJUR,10 - 14,PEREMPUAN,110317,JIWA,2021
935,32,JAWA BARAT,3203,KABUPATEN CIANJUR,15 - 19,LAKI-LAKI,84320,JIWA,2021
936,32,JAWA BARAT,3203,KABUPATEN CIANJUR,15 - 19,PEREMPUAN,84099,JIWA,2021
937,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20 - 24,LAKI-LAKI,108149,JIWA,2021
938,32,JAWA BARAT,3203,KABUPATEN CIANJUR,20 - 24,PEREMPUAN,100694,JIWA,2021
939,32,JAWA BARAT,3203,KABUPATEN CIANJUR,25 - 29,LAKI-LAKI,103621,JIWA,2021
940,32,JAWA BARAT,3203,KABUPATEN CIANJUR,25 - 29,PEREMPUAN,95432,JIWA,2021
941,32,JAWA BARAT,3203,KABUPATEN CIANJUR,30 - 34,LAKI-LAKI,93731,JIWA,2021
942,32,JAWA BARAT,3203,KABUPATEN CIANJUR,30 - 34,PEREMPUAN,88129,JIWA,2021
943,32,JAWA BARAT,3203,KABUPATEN CIANJUR,35 - 39,LAKI-LAKI,95785,JIWA,2021
944,32,JAWA BARAT,3203,KABUPATEN CIANJUR,35 - 39,PEREMPUAN,94341,JIWA,2021
945,32,JAWA BARAT,3203,KABUPATEN CIANJUR,40 - 44,LAKI-LAKI,84443,JIWA,2021
946,32,JAWA BARAT,3203,KABUPATEN CIANJUR,40 - 44,PEREMPUAN,86437,JIWA,2021
947,32,JAWA BARAT,3203,KABUPATEN CIANJUR,45 - 49,LAKI-LAKI,84404,JIWA,2021
948,32,JAWA BARAT,3203,KABUPATEN CIANJUR,45 - 49,PEREMPUAN,86003,JIWA,2021
949,32,JAWA BARAT,3203,KABUPATEN CIANJUR,50 - 54,LAKI-LAKI,71447,JIWA,2021
950,32,JAWA BARAT,3203,KABUPATEN CIANJUR,50 - 54,PEREMPUAN,68265,JIWA,2021
951,32,JAWA BARAT,3203,KABUPATEN CIANJUR,55 - 59,LAKI-LAKI,60670,JIWA,2021
952,32,JAWA BARAT,3203,KABUPATEN CIANJUR,55 - 59,PEREMPUAN,56167,JIWA,2021
953,32,JAWA BARAT,3203,KABUPATEN CIANJUR,60 - 64,LAKI-LAKI,47746,JIWA,2021
954,32,JAWA BARAT,3203,KABUPATEN CIANJUR,60 - 64,PEREMPUAN,41948,JIWA,2021
955,32,JAWA BARAT,3203,KABUPATEN CIANJUR,65 - 69,LAKI-LAKI,33285,JIWA,2021
956,32,JAWA BARAT,3203,KABUPATEN CIANJUR,65 - 69,PEREMPUAN,27436,JIWA,2021
957,32,JAWA BARAT,3203,KABUPATEN CIANJUR,70 - 74,LAKI-LAKI,18408,JIWA,2021
958,32,JAWA BARAT,3203,KABUPATEN CIANJUR,70 - 74,PEREMPUAN,16302,JIWA,2021
959,32,JAWA BARAT,3203,KABUPATEN CIANJUR,75+,LAKI-LAKI,20369,JIWA,2021
960,32,JAWA BARAT,3203,KABUPATEN CIANJUR,75+,PEREMPUAN,19671,JIWA,2021
961,32,JAWA BARAT,3204,KABUPATEN BANDUNG,00 - 04,LAKI-LAKI,144327,JIWA,2021
962,32,JAWA BARAT,3204,KABUPATEN BANDUNG,00 - 04,PEREMPUAN,135272,JIWA,2021
963,32,JAWA BARAT,3204,KABUPATEN BANDUNG,05 - 09,LAKI-LAKI,172969,JIWA,2021
964,32,JAWA BARAT,3204,KABUPATEN BANDUNG,05 - 09,PEREMPUAN,162635,JIWA,2021
965,32,JAWA BARAT,3204,KABUPATEN BANDUNG,10 - 14,LAKI-LAKI,177100,JIWA,2021
966,32,JAWA BARAT,3204,KABUPATEN BANDUNG,10 - 14,PEREMPUAN,166716,JIWA,2021
967,32,JAWA BARAT,3204,KABUPATEN BANDUNG,15 - 19,LAKI-LAKI,148203,JIWA,2021
968,32,JAWA BARAT,3204,KABUPATEN BANDUNG,15 - 19,PEREMPUAN,144792,JIWA,2021
969,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20 - 24,LAKI-LAKI,160020,JIWA,2021
970,32,JAWA BARAT,3204,KABUPATEN BANDUNG,20 - 24,PEREMPUAN,153638,JIWA,2021
971,32,JAWA BARAT,3204,KABUPATEN BANDUNG,25 - 29,LAKI-LAKI,155312,JIWA,2021
972,32,JAWA BARAT,3204,KABUPATEN BANDUNG,25 - 29,PEREMPUAN,147289,JIWA,2021
973,32,JAWA BARAT,3204,KABUPATEN BANDUNG,30 - 34,LAKI-LAKI,133154,JIWA,2021
974,32,JAWA BARAT,3204,KABUPATEN BANDUNG,30 - 34,PEREMPUAN,126087,JIWA,2021
975,32,JAWA BARAT,3204,KABUPATEN BANDUNG,35 - 39,LAKI-LAKI,143944,JIWA,2021
976,32,JAWA BARAT,3204,KABUPATEN BANDUNG,35 - 39,PEREMPUAN,138932,JIWA,2021
977,32,JAWA BARAT,3204,KABUPATEN BANDUNG,40 - 44,LAKI-LAKI,141613,JIWA,2021
978,32,JAWA BARAT,3204,KABUPATEN BANDUNG,40 - 44,PEREMPUAN,140592,JIWA,2021
979,32,JAWA BARAT,3204,KABUPATEN BANDUNG,45 - 49,LAKI-LAKI,130065,JIWA,2021
980,32,JAWA BARAT,3204,KABUPATEN BANDUNG,45 - 49,PEREMPUAN,130741,JIWA,2021
981,32,JAWA BARAT,3204,KABUPATEN BANDUNG,50 - 54,LAKI-LAKI,104861,JIWA,2021
982,32,JAWA BARAT,3204,KABUPATEN BANDUNG,50 - 54,PEREMPUAN,101143,JIWA,2021
983,32,JAWA BARAT,3204,KABUPATEN BANDUNG,55 - 59,LAKI-LAKI,82832,JIWA,2021
984,32,JAWA BARAT,3204,KABUPATEN BANDUNG,55 - 59,PEREMPUAN,82491,JIWA,2021
985,32,JAWA BARAT,3204,KABUPATEN BANDUNG,60 - 64,LAKI-LAKI,61596,JIWA,2021
986,32,JAWA BARAT,3204,KABUPATEN BANDUNG,60 - 64,PEREMPUAN,59364,JIWA,2021
987,32,JAWA BARAT,3204,KABUPATEN BANDUNG,65 - 69,LAKI-LAKI,44342,JIWA,2021
988,32,JAWA BARAT,3204,KABUPATEN BANDUNG,65 - 69,PEREMPUAN,42350,JIWA,2021
989,32,JAWA BARAT,3204,KABUPATEN BANDUNG,70 - 74,LAKI-LAKI,23363,JIWA,2021
990,32,JAWA BARAT,3204,KABUPATEN BANDUNG,70 - 74,PEREMPUAN,23345,JIWA,2021
991,32,JAWA BARAT,3204,KABUPATEN BANDUNG,75+,LAKI-LAKI,25660,JIWA,2021
992,32,JAWA BARAT,3204,KABUPATEN BANDUNG,75+,PEREMPUAN,28689,JIWA,2021
993,32,JAWA BARAT,3205,KABUPATEN GARUT,00 - 04,LAKI-LAKI,115758,JIWA,2021
994,32,JAWA BARAT,3205,KABUPATEN GARUT,00 - 04,PEREMPUAN,108522,JIWA,2021
995,32,JAWA BARAT,3205,KABUPATEN GARUT,05 - 09,LAKI-LAKI,134680,JIWA,2021
996,32,JAWA BARAT,3205,KABUPATEN GARUT,05 - 09,PEREMPUAN,127014,JIWA,2021
997,32,JAWA BARAT,3205,KABUPATEN GARUT,10 - 14,LAKI-LAKI,133786,JIWA,2021
998,32,JAWA BARAT,3205,KABUPATEN GARUT,10 - 14,PEREMPUAN,126126,JIWA,2021
999,32,JAWA BARAT,3205,KABUPATEN GARUT,15 - 19,LAKI-LAKI,97287,JIWA,2021
1000,32,JAWA BARAT,3205,KABUPATEN GARUT,15 - 19,PEREMPUAN,96879,JIWA,2021
1001,32,JAWA BARAT,3205,KABUPATEN GARUT,20 - 24,LAKI-LAKI,127180,JIWA,2021
1002,32,JAWA BARAT,3205,KABUPATEN GARUT,20 - 24,PEREMPUAN,119217,JIWA,2021
1003,32,JAWA BARAT,3205,KABUPATEN GARUT,25 - 29,LAKI-LAKI,115557,JIWA,2021
1004,32,JAWA BARAT,3205,KABUPATEN GARUT,25 - 29,PEREMPUAN,106505,JIWA,2021
1005,32,JAWA BARAT,3205,KABUPATEN GARUT,30 - 34,LAKI-LAKI,96714,JIWA,2021
1006,32,JAWA BARAT,3205,KABUPATEN GARUT,30 - 34,PEREMPUAN,91686,JIWA,2021
1007,32,JAWA BARAT,3205,KABUPATEN GARUT,35 - 39,LAKI-LAKI,99209,JIWA,2021
1008,32,JAWA BARAT,3205,KABUPATEN GARUT,35 - 39,PEREMPUAN,96030,JIWA,2021
1009,32,JAWA BARAT,3205,KABUPATEN GARUT,40 - 44,LAKI-LAKI,90686,JIWA,2021
1010,32,JAWA BARAT,3205,KABUPATEN GARUT,40 - 44,PEREMPUAN,87820,JIWA,2021
1011,32,JAWA BARAT,3205,KABUPATEN GARUT,45 - 49,LAKI-LAKI,85412,JIWA,2021
1012,32,JAWA BARAT,3205,KABUPATEN GARUT,45 - 49,PEREMPUAN,84777,JIWA,2021
1013,32,JAWA BARAT,3205,KABUPATEN GARUT,50 - 54,LAKI-LAKI,72197,JIWA,2021
1014,32,JAWA BARAT,3205,KABUPATEN GARUT,50 - 54,PEREMPUAN,70555,JIWA,2021
1015,32,JAWA BARAT,3205,KABUPATEN GARUT,55 - 59,LAKI-LAKI,58317,JIWA,2021
1016,32,JAWA BARAT,3205,KABUPATEN GARUT,55 - 59,PEREMPUAN,59077,JIWA,2021
1017,32,JAWA BARAT,3205,KABUPATEN GARUT,60 - 64,LAKI-LAKI,44422,JIWA,2021
1018,32,JAWA BARAT,3205,KABUPATEN GARUT,60 - 64,PEREMPUAN,43383,JIWA,2021
1019,32,JAWA BARAT,3205,KABUPATEN GARUT,65 - 69,LAKI-LAKI,30197,JIWA,2021
1020,32,JAWA BARAT,3205,KABUPATEN GARUT,65 - 69,PEREMPUAN,29243,JIWA,2021
1021,32,JAWA BARAT,3205,KABUPATEN GARUT,70 - 74,LAKI-LAKI,18601,JIWA,2021
1022,32,JAWA BARAT,3205,KABUPATEN GARUT,70 - 74,PEREMPUAN,18569,JIWA,2021
1023,32,JAWA BARAT,3205,KABUPATEN GARUT,75+,LAKI-LAKI,21441,JIWA,2021
1024,32,JAWA BARAT,3205,KABUPATEN GARUT,75+,PEREMPUAN,21878,JIWA,2021
1025,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,00 - 04,LAKI-LAKI,72639,JIWA,2021
1026,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,00 - 04,PEREMPUAN,67855,JIWA,2021
1027,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,05 - 09,LAKI-LAKI,80159,JIWA,2021
